SRC	GEN	GOLD_TAG	PRED_TAG	SYS
<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>النظام<s>	<s>النظام<s>	UC	UC	NA
<s>السوري<s>	<s>السوري<s>	UC	UC	NA
<s>وهذا<s>	<s>وهذا<s>	UC	UC	NA
<s>التخاذل<s>	<s>التخاذل<s>	UC	UC	NA
<s>سيؤدي<s>	<s>سيؤدي<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>النهاية<s>	<s>النهاية<s>	UC	UC	NA
<s>تدويل<s>	<s>تدويل<s>	UC	UC	NA
<s>القضية<s>	<s>القضية<s>	UC	UC	NA
<s>السورية<s>	<s>السورية<s>	UC	UC	NA
<s>وعندها<s>	<s>وعندها<s>	UC	UC	NA
<s>تتدخل<s>	<s>تتدخل<s>	UC	UC	NA
<s>الأمم<s>	<s>الأمم<s>	UC	UC	NA
<s>المتحدة<s>	<s>المتحدة<s>	UC	UC	NA
<s>وعندها<s>	<s>وعندها<s>	UC	UC	NA
<s>تتوالى<s>	<s>تتوالى<s>	UC	UC	NA
<s>الاتهمات<s>	<s>الاتهمات<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>القتلة<s>	<s>القتلة<s>	UC	UC	NA
<s>بأن<s>	<s>بأن<s>	UC	UC	NA
<s>المعارضة<s>	<s>المعارضة<s>	UC	UC	NA
<s>عميلة<s>	<s>عميلة<s>	UC	UC	NA
<s>لإسرائيل<s>	<s>لإسرائيل<s>	UC	UC	NA
<s>والغرب<s>	<s>والغرب<s>	UC	UC	NA
<s>صورة<s>	<s>صورة<s>	UC	UC	NA
<s>طبق<s>	<s>طبق<s>	UC	UC	NA
<s>الأصل<s>	<s>الأصل<s>	UC	UC	NA
<s>لما<s>	<s>لما<s>	UC	UC	NA
<s>دار<s>	<s>دار<s>	UC	UC	NA
<s>بليبيا<s>	<s>بليبيا<s>	UC	UC	NA
<s>عندما<s>	<s>عندما<s>	UC	UC	NA
<s>أحالت<s>	<s>أحالت<s>	UC	UC	NA
<s>ملف<s>	<s>ملف<s>	UC	UC	NA
<s>ليبيا<s>	<s>ليبيا<s>	UC	UC	NA
<s>لهيئة<s>	<s>لهيئة<s>	UC	UC	NA
<s>الأمم<s>	<s>الأمم<s>	UC	UC	NA
<s>المتحدة<s>	<s>المتحدة<s>	UC	UC	NA

<s>يعني<s>	<s>يعني<s>	UC	UC	NA
<s>لو<s>	<s>لو<s>	UC	UC	NA
<s>تم<s>	<s>تم<s>	UC	UC	NA
<s>التهريب<s>	<s>التهريب<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الأخوة<s>	<s>الإخوة<s>	OH	OH	CBR
<s>الفلسطينيين<s>	<s>الفلسطينيين<s>	UC	UC	NA
<s>لكي<s>	<s>لكي<s>	UC	UC	NA
<s>يحرر<s>	<s>يحرر<s>	UC	UC	NA
<s>أرضه<s>	<s>أرضه<s>	UC	UC	NA
<s>يكون<s>	<s>يكون<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>بطلا<s>	<s>بطلا<s>	UC	UC	NA
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الكردي<s>	<s>الكردي<s>	SP	SP	OOV
<s>الذي<s>	<s>الذي<s>	UC	UC	NA
<s>يقوم<s>	<s>يقوم<s>	UC	UC	NA
<s>بتهريب<s>	<s>بتهريب<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>آجل<s>	<s>أجل<s>	OH	OH	CBR
<s>أقل<s>	<s>أقل<s>	UC	UC	NA
<s>حقوقه<s>	<s>حقوقه<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>يصبح<s>	<s>يصبح<s>	UC	UC	NA
<s>إرهابي<s>	<s>إرهابيا<s>	XC	XC	CBR
<s>,<s>	<s>,<s>	PC	PC	OOV
<s>وأنتم<s>	<s>وأنتم<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>عرب<s>	<s>عرب<s>	UC	UC	NA
<s>كلكم<s>	<s>كلكم<s>	UC	UC	NA
<s>لغة<s>	<s>لغة<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>دين<s>	<s>دين<s>	SP	SP	OOV
<s>مجتمع<s>	<s>مجتمع<s>	UC	UC	NA
<s>واحد<s>	<s>واحد<s>	UC	UC	NA
<s>بس<s>	<s>بس<s>	UC	UC	NA
<s>٢١<s>	<s>٢١<s>	OR	OR	OOV
<s>دولة<s>	<s>دولة<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الأكراد<s>	<s>الأكراد<s>	SP	SP	OOV
<s>يحرم<s>	<s>يحرم<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>الحقوق<s>	<s>الحقوق<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA
<s>كفاكم<s>	<s>كفاكم<s>	UC	UC	NA
<s>عنصرية<s>	<s>عنصرية<s>	UC	UC	NA
<s>و<s>	<s>و<s>	O	O	OOV
<s>تعلمو<s>	<s>تعلمو<s>	O	O	OOV
<s>من<s>	<s>من<s>	UC	UC	NA
<s>أخطاء<s>	<s>أخطاء<s>	UC	UC	NA
<s>الغرب<s>	<s>الغرب<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>ردا<s>	<s>ردا<s>	UC	UC	NA
<s>لمداخلة<s>	<s>لمداخلة<s>	UC	UC	NA
<s>رقم<s>	<s>رقم<s>	UC	UC	NA
<s>3<s>	<s>3<s>	UC	UC	NA
<s>هل<s>	<s>هل<s>	UC	UC	NA
<s>تعتقد<s>	<s>تعتقد<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>حماس<s>	<s>حماس<s>	UC	UC	NA
<s>والجهاد<s>	<s>والجهاد<s>	UC	UC	NA
<s>منضمات<s>	<s>منظمات<s>	OR	OR	CBR
<s>إرهابية<s>	<s>إرهابية<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>لعلمك<s>	<s>لعلمك<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>تركيا<s>	<s>تركيا<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>يوجد<s>	<s>يوجد<s>	UC	UC	NA
<s>فرق<s>	<s>فرق<s>	UC	UC	NA
<s>بين<s>	<s>بين<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>ينتمي<s>	<s>ينتمي<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>حزب<s>	<s>حزب<s>	UC	UC	NA
<s>العمال<s>	<s>العمال<s>	UC	UC	NA
<s>أو<s>	<s>أو<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>ينتمي<s>	<s>ينتمي<s>	UC	UC	NA
<s>والأتراك<s>	<s>والأتراك<s>	UC	UC	NA
<s>يقولون<s>	<s>يقولون<s>	UC	UC	NA
<s>الكردي<s>	<s>الكردي<s>	UC	UC	NA
<s>الجيد<s>	<s>الجيد<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>الكردي<s>	<s>الكردي<s>	UC	UC	NA
<s>الميت<s>	<s>الميت<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>أستغرب<s>	<s>أستغرب<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يقول<s>	<s>يقول<s>	UC	UC	NA
<s>أنه<s>	<s>أنه<s>	UC	UC	NA
<s>مسلم<s>	<s>مسلم<s>	UC	UC	NA
<s>ويدافع<s>	<s>ويدافع<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>تركيا<s>	<s>تركيا<s>	UC	UC	NA

<s>رحم<s>	<s>رحم<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>شهداء<s>	<s>شهداء<s>	UC	UC	NA
<s>الجنوب<s>	<s>الجنوب<s>	UC	UC	NA
<s>وعاشت<s>	<s>وعاشت<s>	UC	UC	NA
<s>المقاومة<s>	<s>المقاومة<s>	UC	UC	NA
<s>الشريفة<s>	<s>الشريفة<s>	UC	UC	NA
<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>عمل<s>	<s>عمل<s>	UC	UC	NA
<s>إجرامي<s>	<s>إجرامي<s>	UC	UC	NA
<s>الهدف<s>	<s>الهدف<s>	UC	UC	NA
<s>منه<s>	<s>منه<s>	UC	UC	NA
<s>زرع<s>	<s>زرع<s>	UC	UC	NA
<s>التفرقة<s>	<s>التفرقة<s>	UC	UC	NA
<s>بين<s>	<s>بين<s>	UC	UC	NA
<s>العراقيين<s>	<s>العراقيين<s>	UC	UC	NA
<s>سنة<s>	<s>سنة<s>	UC	UC	NA
<s>وشيعة<s>	<s>وشيعة<s>	UC	UC	NA
<s>ومن<s>	<s>ومن<s>	UC	UC	NA
<s>قام<s>	<s>قام<s>	UC	UC	NA
<s>به<s>	<s>به<s>	UC	UC	NA
<s>هي<s>	<s>هي<s>	UC	UC	NA
<s>أمريكا<s>	<s>أمريكا<s>	UC	UC	NA
<s>وعملائها<s>	<s>وعملاؤها<s>	XC	XC	CBR
<s>فاتحدوا<s>	<s>فاتحدوا<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>عراقييين<s>	<s>عراقييين<s>	OD	OD	OOV
<s>بوجه<s>	<s>بوجه<s>	UC	UC	NA
<s>كل<s>	<s>كل<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>يحاول<s>	<s>يحاول<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>يزرع<s>	<s>يزرع<s>	UC	UC	NA
<s>الفتنة<s>	<s>الفتنة<s>	UC	UC	NA
<s>الطائفية<s>	<s>الطائفية<s>	UC	UC	NA
<s>بينكم<s>	<s>بينكم<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>أرحم<s>	<s>ارحم<s>	OH	OH	CBR
<s>شهدائنا<s>	<s>شهداءنا<s>	XC	XC	CBR
<s>وأسكنهم<s>	<s>وأسكنهم<s>	UC	UC	NA
<s>فسيح<s>	<s>فسيح<s>	UC	UC	NA
<s>جناتك<s>	<s>جناتك<s>	UC	UC	NA
<s>اللهم<s>	<s>اللهم<s>	UC	UC	NA
<s>دمر<s>	<s>دمر<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>أراد<s>	<s>أراد<s>	UC	UC	NA
<s>بشعب<s>	<s>بشعب<s>	UC	UC	NA
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>شرا<s>	<s>شرا<s>	UC	UC	NA
<s>امييييين<s>	<s>آمين<s>	SW	SW	CBR

<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>السينما<s>	<s>السينما<s>	UC	UC	NA
<s>ليست<s>	<s>ليست<s>	UC	UC	NA
<s>وحدها<s>	<s>وحدها<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>ستعرف<s>	<s>ستعرف<s>	UC	UC	NA
<s>بالثرات<s>	<s>بالثرات<s>	OR	OR	OOV
<s>الصحراوي<s>	<s>الصحراوي<s>	UC	UC	NA
<s>لأن<s>	<s>لأن<s>	UC	UC	NA
<s>مصطلح<s>	<s>مصطلح<s>	UC	UC	NA
<s>الصحراء<s>	<s>الصحراء<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>بنفسيه<s>	<s>بنفسيه<s>	OD	OD	OOV
<s>ثراه<s>	<s>ثراه<s>	OR	OR	OOV
<s>وعلاقة<s>	<s>وعلاقة<s>	UC	UC	NA
<s>ابن<s>	<s>ابن<s>	UC	UC	NA
<s>المكان<s>	<s>المكان<s>	UC	UC	NA
<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>الثراة<s>	<s>الثراة<s>	OR	OR	OOV
<s>شئ<s>	<s>شيء<s>	OM	OM	CBR
<s>طبيعي<s>	<s>طبيعي<s>	UC	UC	NA
<s>لكن<s>	<s>لكن<s>	UC	UC	NA
<s>.<s>	<s>.<s>	PT	PT	OOV
<s>مشكلة<s>	<s>مشكلة<s>	UC	UC	NA
<s>الصحراءالغربية<s>	<s>الصحراء الغربية<s>	MG	MG	CBR
<s>مع<s>	<s>مع<s>	UC	UC	NA
<s>المحتل<s>	<s>المحتل<s>	UC	UC	NA
<s>المغرب<s>	<s>المغرب<s>	UC	UC	NA
<s>لم<s>	<s>لم<s>	UC	UC	NA
<s>تليد<s>	<s>تليد<s>	UC	UC	NA
<s>للصحراويين<s>	<s>للصحراويين<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>دمار<s>	<s>دمارا<s>	XC	XC	CBR
<s>وزوال<s>	<s>وزوال<s>	UC	UC	NA
<s>الثرات<s>	<s>الثرات<s>	OR	OR	OOV
<s>والآثار<s>	<s>والآثار<s>	UC	UC	NA
<s>وكل<s>	<s>وكل<s>	UC	UC	NA
<s>ماله<s>	<s>ما له<s>	MG	MG	CBR
<s>علاقة<s>	<s>علاقة<s>	UC	UC	NA
<s>بابن<s>	<s>بابن<s>	UC	UC	NA
<s>الصحراء<s>	<s>الصحراء<s>	UC	UC	NA

<s>بعض<s>	<s>بعض<s>	UC	UC	NA
<s>التعليقات<s>	<s>التعليقات<s>	UC	UC	NA
<s>أبكاني<s>	<s>أبكاني<s>	XG	XG	OOV
<s>،<s>	<s>،<s>	UC	UC	NA
<s>وقلت<s>	<s>وقلت<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>نفسي<s>	<s>نفسي<s>	UC	UC	NA
<s>يأرب<s>	<s>يأرب<s>	UNK	UNK	OOV
<s>كيف<s>	<s>كيف<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>بعد<s>	<s>بعد<s>	SP	SP	OOV
<s>الربيع<s>	<s>الربيع<s>	UC	UC	NA
<s>العربي<s>	<s>العربي<s>	UC	UC	NA
<s>يوجد<s>	<s>يوجد<s>	UC	UC	NA
<s>شخص<s>	<s>شخص<s>	UC	UC	NA
<s>يدافع<s>	<s>يدافع<s>	UC	UC	NA
<s>عن<s>	<s>عن<s>	UC	UC	NA
<s>الظلم<s>	<s>الظلم<s>	UC	UC	NA
<s>و<s>	<s>و<s>	O	O	OOV
<s>الاظطهاد<s>	<s>الاظطهاد<s>	O	O	OOV
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>أخوة<s>	<s>إخوة<s>	OH	OH	CBR
<s>هؤلاءالذين<s>	<s>هؤلاءالذين<s>	MG	MG	OOV
<s>قتلوا<s>	<s>قتلوا<s>	UC	UC	NA
<s>آناس<s>	<s>أناس<s>	XC	XC	CBR
<s>بسطاء<s>	<s>بسطاء<s>	UC	UC	NA
<s>أرغمهم<s>	<s>أرغمهم<s>	UC	UC	NA
<s>العيش<s>	<s>العيش<s>	UC	UC	NA
<s>على<s>	<s>على<s>	UC	UC	NA
<s>تهريب<s>	<s>تهريب<s>	UC	UC	NA
<s>السلع<s>	<s>السلع<s>	UC	UC	NA
<s>المعيشية<s>	<s>المعيشية<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>انظروا<s>	<s>انظروا<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>فيديو<s>	<s>فيديو<s>	UC	UC	NA
<s>الحادثة<s>	<s>الحادثة<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الأنترنيت<s>	<s>الإنترنيت<s>	OH	OH	CBR
<s>ثم<s>	<s>ثم<s>	UC	UC	NA
<s>احكموا<s>	<s>احكموا<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>جاءكم<s>	<s>جاءكم<s>	UC	UC	NA
<s>أحد<s>	<s>أحد<s>	UC	UC	NA
<s>بخبر<s>	<s>بخبر<s>	UC	UC	NA
<s>فتبينوا<s>	<s>فتبينوا<s>	UC	UC	NA
<s>ثم<s>	<s>ثم<s>	UC	UC	NA
<s>احكموا<s>	<s>احكموا<s>	UC	UC	NA
<s>ألا<s>	<s>إلا<s>	OH	OH	CBR
<s>تخافون<s>	<s>تخافون<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تشتركوا<s>	<s>تشتركوا<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>هذه<s>	<s>هذه<s>	UC	UC	NA
<s>الجريمة<s>	<s>الجريمة<s>	UC	UC	NA
<s>لأن<s>	<s>لأن<s>	UC	UC	NA
<s>المخبر<s>	<s>المخبر<s>	UC	UC	NA
<s>ليس<s>	<s>ليس<s>	UC	UC	NA
<s>كالمعاين<s>	<s>كالمعاين<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>السودان<s>	<s>السودان<s>	UC	UC	NA
<s>لكل<s>	<s>لكل<s>	UC	UC	NA
<s>السودانين<s>	<s>السودانيين<s>	OM	OM	CBR
<s>ولأكن<s>	<s>ولكن<s>	OD	OD	CBR
<s>مقومات<s>	<s>مقومات<s>	UC	UC	NA
<s>الحياة<s>	<s>الحياة<s>	UC	UC	NA
<s>الأساسية<s>	<s>الأساسية<s>	UC	UC	NA
<s>كلها<s>	<s>كلها<s>	UC	UC	NA
<s>محتكر<s>	<s>محتكر<s>	XG	XG	OOV
<s>عند<s>	<s>عند<s>	UC	UC	NA
<s>إخوان<s>	<s>إخوان<s>	UC	UC	NA
<s>الجلابة<s>	<s>الجلابة<s>	UC	UC	NA
<s>أصحاب<s>	<s>أصحاب<s>	UC	UC	NA
<s>السلطة<s>	<s>السلطة<s>	UC	UC	NA
<s>والثروة<s>	<s>والثروة<s>	UC	UC	NA
<s>أما<s>	<s>أما<s>	UC	UC	NA
<s>الباقون<s>	<s>الباقون<s>	UC	UC	NA
<s>فيعينهم<s>	<s>فيعينهم<s>	UC	UC	NA
<s>ربهم<s>	<s>ربهم<s>	UC	UC	NA
<s>أبسط<s>	<s>أبسط<s>	UC	UC	NA
<s>شي<s>	<s>شيء<s>	OM	OM	CBR
<s>امبدة<s>	<s>امبدة<s>	OH	OH	OOV
<s>جنوب<s>	<s>جنوب<s>	UC	UC	NA
<s>لاتوجد<s>	<s>لا توجد<s>	MG	MG	CBR
<s>بها<s>	<s>بها<s>	UC	UC	NA
<s>أي<s>	<s>أي<s>	UC	UC	NA
<s>خدمات<s>	<s>خدمات<s>	UC	UC	NA
<s>وفي<s>	<s>وفي<s>	UC	UC	NA
<s>الشمال<s>	<s>الشمال<s>	UC	UC	NA
<s>تم<s>	<s>تم<s>	UC	UC	NA
<s>افتتاح<s>	<s>افتتاح<s>	UC	UC	NA
<s>مجمع<s>	<s>مجمع<s>	UC	UC	NA
<s>الشهيد<s>	<s>الشهيد<s>	UC	UC	NA
<s>إبراهيم<s>	<s>إبراهيم<s>	UC	UC	NA
<s>شمس<s>	<s>شمس<s>	UC	UC	NA
<s>الدين<s>	<s>الدين<s>	UC	UC	NA
<s>ومن<s>	<s>ومن<s>	UC	UC	NA
<s>قبل<s>	<s>قبل<s>	UC	UC	NA
<s>الزبير<s>	<s>الزبير<s>	UC	UC	NA
<s>وأين<s>	<s>وأين<s>	UC	UC	NA
<s>مجمع<s>	<s>مجمع<s>	UC	UC	NA
<s>الدكتور<s>	<s>الدكتور<s>	UC	UC	NA
<s>جون<s>	<s>جون<s>	UC	UC	NA
<s>قرنق<s>	<s>قرنق<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>الانصرية<s>	<s>الانصرية<s>	OH	OH	OOV
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الأموات<s>	<s>الأموات<s>	UC	UC	NA
<s>يا<s>	<s>يا<s>	UC	UC	NA
<s>خلق<s>	<s>خلق<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA

<s>الناس<s>	<s>الناس<s>	UC	UC	NA
<s>دائما<s>	<s>دائما<s>	UC	UC	NA
<s>يتهمون<s>	<s>يتهمون<s>	UC	UC	NA
<s>أمريكا<s>	<s>أمريكا<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>موضوع<s>	<s>موضوع<s>	UC	UC	NA
<s>التفجيرات<s>	<s>التفجيرات<s>	UC	UC	NA
<s>لأنها<s>	<s>لأنها<s>	UC	UC	NA
<s>لا<s>	<s>لا<s>	UC	UC	NA
<s>تريد<s>	<s>تريد<s>	UC	UC	NA
<s>أن<s>	<s>أن<s>	UC	UC	NA
<s>تخرج<s>	<s>تخرج<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>ولكن<s>	<s>ولكن<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>ينفذ<s>	<s>ينفذ<s>	UC	UC	NA
<s>هذا<s>	<s>هذا<s>	UC	UC	NA
<s>القتل<s>	<s>القتل<s>	UC	UC	NA
<s>الحاقد<s>	<s>الحاقد<s>	UC	UC	NA
<s>؟<s>	<s>؟<s>	UC	UC	NA
<s>أنها<s>	<s>إنها<s>	OH	OH	CBR
<s>أيد<s>	<s>أيد<s>	UC	UC	NA
<s>داخلية<s>	<s>داخلية<s>	UC	UC	NA
<s>صدامية<s>	<s>صدامية<s>	UC	UC	NA
<s>ترفض<s>	<s>ترفض<s>	UC	UC	NA
<s>الرضوخ<s>	<s>الرضوخ<s>	UC	UC	NA
<s>إلى<s>	<s>إلى<s>	UC	UC	NA
<s>الواقع<s>	<s>الواقع<s>	UC	UC	NA
<s>أن<s>	<s>إن<s>	OH	OH	CBR
<s>العراق<s>	<s>العراق<s>	UC	UC	NA
<s>قد<s>	<s>قد<s>	UC	UC	NA
<s>تغير<s>	<s>تغير<s>	UC	UC	NA
<s>وأن<s>	<s>وإن<s>	OH	OH	CBR
<s>الشعب<s>	<s>الشعب<s>	UC	UC	NA
<s>العراقي<s>	<s>العراقي<s>	UC	UC	NA
<s>نهض<s>	<s>نهض<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>جديد<s>	<s>جديد<s>	UC	UC	NA
<s>وأن<s>	<s>وإن<s>	OH	OH	CBR
<s>أمريكا<s>	<s>أمريكا<s>	UC	UC	NA
<s>التي<s>	<s>التي<s>	UC	UC	NA
<s>دعمت<s>	<s>دعمت<s>	UC	UC	NA
<s>صدام<s>	<s>صدام<s>	UC	UC	NA
<s>حتى<s>	<s>حتى<s>	UC	UC	NA
<s>العظم<s>	<s>العظم<s>	UC	UC	NA
<s>تنكرت<s>	<s>تنكرت<s>	UC	UC	NA
<s>له<s>	<s>له<s>	UC	UC	NA
<s>وقتلته<s>	<s>وقتلته<s>	UC	UC	NA
<s>هو<s>	<s>هو<s>	UC	UC	NA
<s>وولديه<s>	<s>وولديه<s>	UC	UC	NA
<s>شر<s>	<s>شر<s>	UC	UC	NA
<s>قتلة<s>	<s>قتلة<s>	UC	UC	NA
<s>.<s>	<s>.<s>	UC	UC	NA

<s>تدمير<s>	<s>تدمير<s>	UC	UC	NA
<s>آلية<s>	<s>آلية<s>	UC	UC	NA
<s>أمريكية<s>	<s>أمريكية<s>	UC	UC	NA
<s>ومصرع<s>	<s>ومصرع<s>	UC	UC	NA
<s>أحد<s>	<s>أحد<s>	UC	UC	NA
<s>الجنود<s>	<s>الجنود<s>	UC	UC	NA
<s>بانفجار<s>	<s>بانفجار<s>	UC	UC	NA
<s>غربي<s>	<s>غربي<s>	UC	UC	NA
<s>الرمادي<s>	<s>الرمادي<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>مصدر<s>	<s>مصدر<s>	SP	SP	OOV
<s>طبي<s>	<s>طبي<s>	UC	UC	NA
<s>:<s>	<s>:<s>	UC	UC	NA
<s>أحد<s>	<s>أحد<s>	UC	UC	NA
<s>عشر<s>	<s>عشر<s>	UC	UC	NA
<s>شهيد<s>	<s>شهيد<s>	UNK	UNK	OOV
<s>أ<s>	<s>أ<s>	UNK	UNK	OOV
<s>بنيران<s>	<s>بنيران<s>	UC	UC	NA
<s>الاحتلال<s>	<s>الاحتلال<s>	UC	UC	NA
<s>في<s>	<s>في<s>	UC	UC	NA
<s>الرمادي<s>	<s>الرمادي<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>مقتل<s>	<s>مقتل<s>	SP	SP	OOV
<s>وإصابة<s>	<s>وإصابة<s>	UC	UC	NA
<s>تسعة<s>	<s>تسعة<s>	UC	UC	NA
<s>جنود<s>	<s>جنود<s>	UC	UC	NA
<s>أمريكيين<s>	<s>أمريكيين<s>	UC	UC	NA
<s>خلال<s>	<s>خلال<s>	UC	UC	NA
<s>الاشتباكات<s>	<s>الاشتباكات<s>	UC	UC	NA
<s>بالرمادي<s>	<s>بالرمادي<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>الاحتلال<s>	<s>الاحتلال<s>	SP	SP	OOV
<s>يعتقل<s>	<s>يعتقل<s>	UC	UC	NA
<s>خمسة<s>	<s>خمسة<s>	UC	UC	NA
<s>من<s>	<s>من<s>	UC	UC	NA
<s>الشرطة<s>	<s>الشرطة<s>	UC	UC	NA
<s>العراقية<s>	<s>العراقية<s>	UC	UC	NA
<s>بتهمة<s>	<s>بتهمة<s>	UC	UC	NA
<s>مساعدة<s>	<s>مساعدة<s>	UC	UC	NA
<s>المقاومة<s>	<s>المقاومة<s>	UC	UC	NA
<s>و<s>	<s>و<s>	SP	SP	OOV
<s>مقاتلات<s>	<s>مقاتلات<s>	SP	SP	OOV
<s>أمريكية<s>	<s>أمريكية<s>	UC	UC	NA
<s>تقصف<s>	<s>تقصف<s>	UC	UC	NA
<s>محطة<s>	<s>محطة<s>	UC	UC	NA
<s>قطارات<s>	<s>قطارات<s>	UC	UC	NA
<s>الرمادي<s>	<s>الرمادي<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA
<s>!<s>	<s>!<s>	UC	UC	NA

<s>كتاب<s>	<s>كتاب<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
<s>فيه<s>	<s>فيه<s>	UC	UC	NA
<s>خبر<s>	<s>خبر<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>قبلكم<s>	<s>قبلكم<s>	UC	UC	NA
<s>ونبأ<s>	<s>ونبأ<s>	UC	UC	NA
<s>ما<s>	<s>ما<s>	UC	UC	NA
<s>بعدكم<s>	<s>بعدكم<s>	UC	UC	NA
<s>،<s>	<s>،<s>	UC	UC	NA
<s>وفيه<s>	<s>وفيه<s>	UC	UC	NA
<s>يقول<s>	<s>يقول<s>	UC	UC	NA
<s>الله<s>	<s>الله<s>	UC	UC	NA
